timestamp,host,cpu_pct,memory_pct,disk_io,network_in,network_out,error_count
2025-03-15T00:40:00Z,worker-01,40.5,75.0,18436,330683,270840,0
2025-03-15T00:45:00Z,web-01,64.5,62.1,28646,492133,123319,0
2025-03-15T00:45:00Z,web-02,36.8,43.3,42560,90729,80723,0
2025-03-15T00:45:00Z,web-03,36.1,73.5,27663,415127,228668,0
2025-03-15T00:45:00Z,db-01,43.8,50.5,42792,33309,109709,0
2025-03-15T00:45:00Z,worker-01,69.0,32.2,40558,206747,233385,0
2025-03-15T00:50:00Z,web-01,58.9,31.8,5808,306588,256156,0
2025-03-15T00:50:00Z,web-02,47.1,52.6,33736,115682,272776,0
2025-03-15T00:50:00Z,web-03,68.4,43.1,21223,96697,197741,0
2025-03-15T00:50:00Z,db-01,40.3,65.6,15859,371465,295254,0
2025-03-15T00:50:00Z,worker-01,47.5,74.6,13038,133158,56189,0
2025-03-15T00:55:00Z,web-01,68.1,73.1,36566,416787,12950,0
2025-03-15T00:55:00Z,web-02,63.2,33.5,7072,499035,252033,0
2025-03-15T00:55:00Z,web-03,27.2,75.7,3936,379242,34331,16
2025-03-15T00:55:00Z,db-01,18.7,35.5,33369,431100,175744,0
2025-03-15T00:55:00Z,worker-01,21.8,61.4,1813,406377,162647,0
2025-03-15T01:00:00Z,web-01,40.9,78.5,16692,85021,92740,0
2025-03-15T01:00:00Z,web-02,21.6,66.0,2466,369921,27075,0
2025-03-15T01:00:00Z,web-03,31.3,30.0,43023,269054,242778,0
2025-03-15T01:00:00Z,db-01,63.7,74.4,15327,78251,68479,0
2025-03-15T01:00:00Z,worker-01,59.0,45.6,16434,364143,78997,0
2025-03-15T01:05:00Z,web-01,62.8,52.6,13003,474677,291690,0
2025-03-15T01:05:00Z,web-02,53.1,70.1,30566,445608,164516,0
2025-03-15T01:05:00Z,web-03,23.9,36.3,32485,261646,221713,0
2025-03-15T01:05:00Z,db-01,38.1,38.1,21331,395871,191663,0
2025-03-15T01:05:00Z,worker-01,15.5,57.7,39907,200658,253786,0
2025-03-15T01:10:00Z,web-01,57.0,67.4,13444,207706,234951,0
2025-03-15T01:10:00Z,web-02,43.0,76.8,43769,79828,25602,0
2025-03-15T01:10:00Z,web-03,25.9,76.8,17381,74010,102768,0
2025-03-15T01:10:00Z,db-01,62.8,62.6,1489,225503,215121,0
2025-03-15T01:10:00Z,worker-01,27.7,72.6,28552,9035,113207,0
2025-03-15T01:15:00Z,web-01,61.0,63.9,34463,425007,219057,0
2025-03-15T01:15:00Z,web-02,34.0,35.3,5054,172910,163859,0
2025-03-15T01:15:00Z,web-03,54.7,77.9,11637,447242,230790,0
2025-03-15T01:15:00Z,db-01,56.3,71.2,10354,319820,106700,0
2025-03-15T01:15:00Z,worker-01,53.8,84.4,23421,85007,181474,0
2025-03-15T01:20:00Z,web-01,31.9,73.6,11348,47031,260786,0
2025-03-15T01:20:00Z,web-02,56.0,44.8,49139,71046,109716,0
2025-03-15T01:20:00Z,web-03,23.3,71.3,22841,405650,32015,0
2025-03-15T01:20:00Z,db-01,50.3,61.6,20746,140594,35342,0
2025-03-15T01:20:00Z,worker-01,28.8,50.5,42600,154764,213703,0
2025-03-15T01:25:00Z,web-01,20.5,79.2,21924,228769,282622,0
2025-03-15T01:25:00Z,web-02,69.5,58.1,26357,489238,131878,0
2025-03-15T01:25:00Z,web-03,21.2,49.5,14238,46587,95948,0
2025-03-15T01:25:00Z,db-01,36.3,47.8,3849,383788,55814,0
2025-03-15T01:25:00Z,worker-01,63.3,72.3,12565,485934,133417,0
2025-03-15T01:30:00Z,web-01,28.9,50.4,44393,325335,79607,0
2025-03-15T01:30:00Z,web-02,48.7,32.2,18231,400571,192923,0
2025-03-15T01:30:00Z,web-03,62.1,39.4,34198,22736,246063,0
2025-03-15T01:30:00Z,db-01,47.8,38.6,21769,447920,91379,0
2025-03-15T01:30:00Z,worker-01,26.2,60.2,4843,269790,186112,0
2025-03-15T01:35:00Z,web-01,28.6,49.4,41025,468970,109288,0
2025-03-15T01:35:00Z,web-02,53.2,49.5,6671,285818,26184,0
2025-03-15T01:35:00Z,web-03,51.5,82.2,30275,75773,6512,0
2025-03-15T01:35:00Z,db-01,25.6,31.5,30155,491838,159219,0
2025-03-15T01:35:00Z,worker-01,35.1,79.1,25406,105644,84755,0
2025-03-15T01:40:00Z,web-01,11.3,79.8,19968,377943,143222,0
2025-03-15T01:40:00Z,web-02,43.7,34.4,29727,293885,42135,0
2025-03-15T01:40:00Z,web-03,17.9,44.3,5346,215534,15360,0
2025-03-15T01:40:00Z,db-01,17.4,62.7,19903,188591,277744,0
2025-03-15T01:40:00Z,worker-01,10.8,36.3,3214,348134,127885,0
2025-03-15T01:45:00Z,web-01,68.5,37.2,11494,8432,237245,0
2025-03-15T01:45:00Z,web-02,11.6,47.1,21775,425343,66682,0
2025-03-15T01:45:00Z,web-03,37.4,62.9,47917,111937,134694,0
2025-03-15T01:45:00Z,db-01,28.6,65.8,5608,67857,14059,0
2025-03-15T01:45:00Z,worker-01,22.2,76.8,29794,25781,147277,0
2025-03-15T01:50:00Z,web-01,36.1,52.6,7083,356453,245563,0
2025-03-15T01:50:00Z,web-02,60.7,58.5,16443,445796,166465,0
2025-03-15T01:50:00Z,web-03,24.7,70.3,34816,264218,250949,0
2025-03-15T01:50:00Z,db-01,24.1,81.2,4777,222831,18022,0
2025-03-15T01:50:00Z,worker-01,56.9,36.2,30745,112719,243093,0
2025-03-15T01:55:00Z,web-01,23.7,59.7,2705,157751,13822,0
2025-03-15T01:55:00Z,web-02,36.1,77.0,12452,27510,188337,0
2025-03-15T01:55:00Z,web-03,63.5,76.8,5281,138070,133318,0
2025-03-15T01:55:00Z,db-01,33.6,79.5,41961,396106,165975,0
2025-03-15T01:55:00Z,worker-01,53.8,32.1,39194,195727,183144,0
2025-03-15T02:00:00Z,web-01,60.1,64.3,48248,411330,261369,0
2025-03-15T02:00:00Z,web-02,45.3,30.9,28447,447869,160040,0
2025-03-15T02:00:00Z,web-03,48.0,81.9,9588,202207,93681,0
2025-03-15T02:00:00Z,db-01,65.0,67.5,31286,314355,187217,0
2025-03-15T02:00:00Z,worker-01,34.6,60.3,33598,136676,158167,8
2025-03-15T02:05:00Z,web-01,42.5,37.0,20626,224414,51350,0
2025-03-15T02:05:00Z,web-02,11.6,77.8,47519,161284,261297,0
2025-03-15T02:05:00Z,web-03,52.1,85.0,48766,181489,219229,0
2025-03-15T02:05:00Z,db-01,45.4,53.2,22322,417322,293675,0
2025-03-15T02:05:00Z,worker-01,25.2,44.1,34831,29729,245290,0
2025-03-15T02:10:00Z,web-01,68.7,48.3,21307,482925,277942,0
2025-03-15T02:10:00Z,web-02,56.5,72.1,3997,362848,156387,0
2025-03-15T02:10:00Z,web-03,56.8,64.4,26922,227491,51049,0
2025-03-15T02:10:00Z,db-01,65.0,41.8,36621,261799,148342,0
2025-03-15T02:10:00Z,worker-01,59.7,67.2,48611,68040,22122,0
2025-03-15T02:15:00Z,web-01,37.9,82.7,10589,77440,114829,0
2025-03-15T02:15:00Z,web-02,23.0,31.9,35513,19034,290125,0
2025-03-15T02:15:00Z,web-03,11.2,34.7,46759,57556,84495,0
2025-03-15T02:15:00Z,db-01,53.2,62.5,24337,479918,101413,0
2025-03-15T02:15:00Z,worker-01,62.3,53.8,43060,185630,168907,0
2025-03-15T02:20:00Z,web-01,42.7,50.9,2942,276924,293709,0
2025-03-15T02:20:00Z,web-02,30.5,42.4,11183,345277,217894,0
2025-03-15T02:20:00Z,web-03,38.5,58.9,2166,149176,268041,0
2025-03-15T02:20:00Z,db-01,29.6,56.1,17498,193709,140704,0
2025-03-15T02:20:00Z,worker-01,66.5,64.7,18150,393208,198855,0
2025-03-15T02:25:00Z,web-01,50.5,35.4,12975,276880,187259,0
2025-03-15T02:25:00Z,web-02,10.1,39.1,11700,103591,146350,0
2025-03-15T02:25:00Z,web-03,63.8,78.0,25101,298645,64106,0
2025-03-15T02:25:00Z,db-01,20.7,73.1,27982,184169,171561,0
2025-03-15T02:25:00Z,worker-01,46.1,71.4,42779,347548,107299,0
2025-03-15T02:30:00Z,web-01,35.6,57.2,13155,424852,129793,0
2025-03-15T02:30:00Z,web-02,38.4,31.3,31193,382818,144102,0
2025-03-15T02:30:00Z,web-03,16.5,84.6,2810,16008,209367,0
2025-03-15T02:30:00Z,db-01,42.7,55.3,5611,93212,215337,0
2025-03-15T02:30:00Z,worker-01,16.3,54.4,34849,248965,144882,0
2025-03-15T02:35:00Z,web-01,55.5,53.1,6221,453615,105103,0
2025-03-15T02:35:00Z,web-02,28.6,71.8,16182,367331,295167,0
2025-03-15T02:35:00Z,web-03,65.4,57.4,13465,363997,176758,0
2025-03-15T02:35:00Z,db-01,25.9,40.2,30195,99127,102116,0
2025-03-15T02:35:00Z,worker-01,68.7,50.6,1345,92036,15685,0
2025-03-15T02:40:00Z,web-01,11.3,42.8,7837,288251,252788,0
2025-03-15T02:40:00Z,web-02,39.5,81.2,21125,80791,25227,0
2025-03-15T02:40:00Z,web-03,30.9,59.3,35806,218714,144819,0
2025-03-15T02:40:00Z,db-01,21.0,45.5,46957,419210,238671,0
2025-03-15T02:40:00Z,worker-01,32.2,35.2,8994,16940,59095,0
2025-03-15T02:45:00Z,web-01,23.4,58.3,38635,392221,78261,0
2025-03-15T02:45:00Z,web-02,12.8,39.3,13485,75370,181422,0
2025-03-15T02:45:00Z,web-03,56.1,77.6,32528,337337,25766,0
2025-03-15T02:45:00Z,db-01,37.9,54.5,27529,300699,279552,0
2025-03-15T02:45:00Z,worker-01,14.1,43.1,46784,315969,124832,0
2025-03-15T02:50:00Z,web-01,42.8,70.9,41036,112162,17417,11
2025-03-15T02:50:00Z,web-02,41.3,82.5,3442,313649,254808,0
2025-03-15T02:50:00Z,web-03,18.7,37.9,24959,222254,102573,3
2025-03-15T02:50:00Z,db-01,35.8,46.5,4843,478369,284728,0
2025-03-15T02:50:00Z,worker-01,66.3,39.5,46465,235130,84142,0
2025-03-15T02:55:00Z,web-01,55.9,82.2,1646,126618,209373,0
2025-03-15T02:55:00Z,web-02,21.7,54.4,49499,58967,96102,0
2025-03-15T02:55:00Z,web-03,59.0,35.1,31818,14104,130264,0
2025-03-15T02:55:00Z,db-01,50.9,46.8,32136,86259,25684,0
2025-03-15T02:55:00Z,worker-01,11.1,66.0,36976,209665,255737,0
2025-03-15T03:00:00Z,web-01,59.6,49.9,3547,84618,158345,0
2025-03-15T03:00:00Z,web-02,62.2,77.7,4488,25726,247928,0
2025-03-15T03:00:00Z,web-03,51.8,54.6,44196,479085,7877,0
2025-03-15T03:00:00Z,db-01,38.7,35.2,32042,46827,279824,0
2025-03-15T03:00:00Z,worker-01,54.4,32.4,2998,326433,115404,0
2025-03-15T03:05:00Z,web-01,40.3,77.1,7969,104534,179599,6
2025-03-15T03:05:00Z,web-02,51.0,79.4,2214,69399,210433,0
2025-03-15T03:05:00Z,web-03,37.5,74.2,29944,62568,126078,0
2025-03-15T03:05:00Z,db-01,26.0,30.9,33122,115626,157886,0
2025-03-15T03:05:00Z,worker-01,48.3,38.3,21525,258574,239481,0
2025-03-15T03:10:00Z,web-01,53.3,79.5,47887,305499,5270,0
2025-03-15T03:10:00Z,web-02,25.8,38.2,37529,369137,299976,14
2025-03-15T03:10:00Z,web-03,40.5,77.9,11835,295335,186194,0
2025-03-15T03:10:00Z,db-01,55.3,80.7,41767,414981,156397,0
2025-03-15T03:10:00Z,worker-01,30.5,47.6,6856,101287,142496,0
2025-03-15T03:15:00Z,web-01,21.8,41.6,21614,383346,275935,0
2025-03-15T03:15:00Z,web-02,60.1,65.2,29834,316534,223981,0
2025-03-15T03:15:00Z,web-03,62.4,82.5,25166,135766,173333,0
2025-03-15T03:15:00Z,db-01,45.0,69.7,20939,30261,222810,0
2025-03-15T03:15:00Z,worker-01,52.5,76.4,39981,377723,235988,0
2025-03-15T03:20:00Z,web-01,26.3,71.9,12973,383711,286987,0
2025-03-15T03:20:00Z,web-02,19.6,62.3,41509,134265,235380,0
2025-03-15T03:20:00Z,web-03,58.8,76.8,13849,237122,159478,0
2025-03-15T03:20:00Z,db-01,39.8,63.9,16953,229192,60502,0
2025-03-15T03:20:00Z,worker-01,37.7,35.2,14943,318579,214288,0
2025-03-15T03:25:00Z,web-01,99.4,55.8,11161,63752,83417,0
2025-03-15T03:25:00Z,web-02,49.3,64.3,23427,105189,135936,0
2025-03-15T03:25:00Z,web-03,61.1,34.2,44236,188794,185566,0
2025-03-15T03:25:00Z,db-01,53.1,62.1,11484,456596,146693,0
2025-03-15T03:25:00Z,worker-01,35.0,63.6,33232,479142,4464,0
2025-03-15T03:30:00Z,web-01,92.6,35.4,38085,70501,225209,0
2025-03-15T03:30:00Z,web-02,67.8,68.6,23766,73079,120961,0
2025-03-15T03:30:00Z,web-03,39.0,52.2,11990,426007,289315,0
2025-03-15T03:30:00Z,db-01,42.9,63.8,44845,380392,58582,0
2025-03-15T03:30:00Z,worker-01,49.6,64.1,4960,454798,112806,0
2025-03-15T03:35:00Z,web-01,99.4,45.1,35481,414957,70948,0
2025-03-15T03:35:00Z,web-02,69.2,46.5,7543,398911,259944,0
2025-03-15T03:35:00Z,web-03,51.8,36.0,6168,262047,72581,0
2025-03-15T03:35:00Z,db-01,68.1,49.1,6104,360598,199423,0
2025-03-15T03:35:00Z,worker-01,61.4,58.8,14982,152535,273239,0
2025-03-15T03:40:00Z,web-01,92.7,71.0,39756,9766,292257,0
2025-03-15T03:40:00Z,web-02,48.9,31.4,1013,389855,94286,0
2025-03-15T03:40:00Z,web-03,67.7,55.6,47894,378509,67052,0
2025-03-15T03:40:00Z,db-01,15.0,82.2,22222,256401,257592,0
2025-03-15T03:40:00Z,worker-01,44.2,34.1,585,118571,211032,0
2025-03-15T03:45:00Z,web-01,99.8,61.1,27949,364261,951,0
2025-03-15T03:45:00Z,web-02,59.2,77.5,34702,337902,260880,0
2025-03-15T03:45:00Z,web-03,60.3,66.3,48954,430066,95941,0
2025-03-15T03:45:00Z,db-01,47.7,34.7,16758,389291,16233,0
2025-03-15T03:45:00Z,worker-01,49.9,79.7,2114,412303,229082,0
2025-03-15T03:50:00Z,web-01,90.3,57.0,39980,388862,65950,0
2025-03-15T03:50:00Z,web-02,58.4,30.3,28694,444438,253688,0
2025-03-15T03:50:00Z,web-03,50.6,71.0,25404,320947,224529,0
2025-03-15T03:50:00Z,db-01,38.2,68.6,14100,273182,49021,0
2025-03-15T03:50:00Z,worker-01,14.2,41.2,24735,340053,56083,0
2025-03-15T03:55:00Z,web-01,97.0,84.5,14768,296565,202088,0
2025-03-15T03:55:00Z,web-02,57.8,81.3,21410,109167,241884,0
2025-03-15T03:55:00Z,web-03,28.4,54.7,9457,20950,143783,0
2025-03-15T03:55:00Z,db-01,55.9,41.0,2524,305427,167875,0
2025-03-15T03:55:00Z,worker-01,45.9,63.2,4897,408920,171091,0
2025-03-15T04:00:00Z,web-01,96.9,36.7,20730,358353,150025,0
2025-03-15T04:00:00Z,web-02,30.2,58.8,5797,376517,227105,0
2025-03-15T04:00:00Z,web-03,67.6,31.5,29368,239146,59435,0
2025-03-15T04:00:00Z,db-01,25.5,55.1,43574,242328,162752,0
2025-03-15T04:00:00Z,worker-01,24.3,69.1,5448,452542,192434,0
2025-03-15T04:05:00Z,web-01,96.7,43.7,15015,215577,33715,0
2025-03-15T04:05:00Z,web-02,59.0,73.2,11968,68533,135523,0
2025-03-15T04:05:00Z,web-03,63.6,42.4,21949,235061,112782,0
2025-03-15T04:05:00Z,db-01,59.8,57.6,46343,368108,128094,0
2025-03-15T04:05:00Z,worker-01,55.2,70.1,40567,387852,283222,0
2025-03-15T04:10:00Z,web-01,34.5,75.6,22142,364287,119304,0
2025-03-15T04:10:00Z,web-02,67.1,63.4,35205,146383,196027,0
2025-03-15T04:10:00Z,web-03,34.0,63.9,24551,86115,237070,0
2025-03-15T04:10:00Z,db-01,56.2,54.3,38317,152996,287342,0
2025-03-15T04:10:00Z,worker-01,26.8,34.6,14432,173620,291915,0
2025-03-15T04:15:00Z,web-01,68.0,52.6,45015,321720,206851,0
2025-03-15T04:15:00Z,web-02,14.7,65.9,22639,157813,143417,0
2025-03-15T04:15:00Z,web-03,54.4,40.4,30970,329615,20355,0
2025-03-15T04:15:00Z,db-01,45.8,42.7,19827,299727,37616,0
2025-03-15T04:15:00Z,worker-01,40.9,33.1,25911,85933,288562,0
2025-03-15T04:20:00Z,web-01,62.6,68.6,23256,220607,296082,0
2025-03-15T04:20:00Z,web-02,23.0,76.3,21551,432704,34169,0
2025-03-15T04:20:00Z,web-03,23.6,50.1,43357,68920,122101,19
2025-03-15T04:20:00Z,db-01,45.1,65.4,35211,153645,173969,19
2025-03-15T04:20:00Z,worker-01,31.0,84.0,25058,341901,107554,0
2025-03-15T04:25:00Z,web-01,19.3,63.8,32848,320983,189807,0
2025-03-15T04:25:00Z,web-02,61.1,35.0,24057,203391,256512,0
2025-03-15T04:25:00Z,web-03,68.7,62.7,5030,421535,25294,0
2025-03-15T04:25:00Z,db-01,15.7,35.1,36612,348411,177317,0
2025-03-15T04:25:00Z,worker-01,68.1,70.5,21606,276966,17518,0
2025-03-15T04:30:00Z,web-01,41.2,32.9,42694,92969,161668,0
2025-03-15T04:30:00Z,web-02,52.4,52.3,23541,302098,67426,0
2025-03-15T04:30:00Z,web-03,53.8,81.8,7018,335761,21020,0
2025-03-15T04:30:00Z,db-01,29.5,51.8,16356,191150,230261,0
2025-03-15T04:30:00Z,worker-01,25.7,59.2,40367,140136,285854,0
2025-03-15T04:35:00Z,web-01,54.5,54.9,40520,144610,57037,0
2025-03-15T04:35:00Z,web-02,13.6,54.9,8093,463712,68229,0
2025-03-15T04:35:00Z,web-03,61.0,34.4,40343,244716,269613,0
2025-03-15T04:35:00Z,db-01,21.3,66.8,49350,40937,47290,0
2025-03-15T04:35:00Z,worker-01,38.8,33.3,42508,119668,245376,0
2025-03-15T04:40:00Z,web-01,15.7,42.7,23156,328862,59159,6
2025-03-15T04:40:00Z,web-02,47.9,67.7,495,132926,80631,0
2025-03-15T04:40:00Z,web-03,17.3,61.0,36360,81220,246947,0
2025-03-15T04:40:00Z,db-01,23.9,38.7,28529,35102,230982,0
2025-03-15T04:40:00Z,worker-01,17.3,57.1,21159,427279,136037,0
2025-03-15T04:45:00Z,web-01,49.3,38.3,18600,95564,58395,0
2025-03-15T04:45:00Z,web-02,34.4,82.1,4368,326280,140662,18
2025-03-15T04:45:00Z,web-03,34.2,80.4,42940,295625,226077,0
2025-03-15T04:45:00Z,db-01,33.0,79.0,33053,66564,264165,0
2025-03-15T04:45:00Z,worker-01,29.2,54.3,1328,356827,39648,0
2025-03-15T04:50:00Z,web-01,52.9,81.9,21631,185509,121180,0
2025-03-15T04:50:00Z,web-02,39.0,31.0,13864,116291,274262,0
2025-03-15T04:50:00Z,web-03,51.0,77.5,4951,373693,44127,0
2025-03-15T04:50:00Z,db-01,21.6,58.2,32223,133706,163605,0
2025-03-15T04:50:00Z,worker-01,41.6,53.6,47426,205633,177755,16
2025-03-15T04:55:00Z,web-01,43.2,61.9,6620,14685,255764,0
2025-03-15T04:55:00Z,web-02,60.3,46.2,45266,133877,262086,0
2025-03-15T04:55:00Z,web-03,30.4,75.2,1334,354239,264067,0
2025-03-15T04:55:00Z,db-01,40.6,32.0,28133,222899,85811,0
2025-03-15T04:55:00Z,worker-01,12.9,43.6,14027,378088,260930,0
2025-03-15T05:00:00Z,web-01,20.6,70.8,48698,76963,49400,0
2025-03-15T05:00:00Z,web-02,55.7,57.5,30520,112038,119798,0
2025-03-15T05:00:00Z,web-03,15.5,71.0,14155,446068,161715,4
2025-03-15T05:00:00Z,db-01,28.4,52.4,19604,446871,236249,0
2025-03-15T05:00:00Z,worker-01,30.3,36.7,27855,298113,268812,0
2025-03-15T05:05:00Z,web-01,63.2,51.6,25660,254928,118975,0
2025-03-15T05:05:00Z,web-02,49.2,56.7,5680,286134,154289,0
2025-03-15T05:05:00Z,web-03,41.7,68.8,46197,378667,187354,0
2025-03-15T05:05:00Z,db-01,63.3,68.4,37088,77668,147392,0
2025-03-15T05:05:00Z,worker-01,,,,,,
2025-03-15T05:10:00Z,web-01,17.0,39.1,42562,21407,142074,0
2025-03-15T05:10:00Z,web-02,44.3,41.1,27058,197739,227706,0
2025-03-15T05:10:00Z,web-03,57.2,68.3,3999,277463,292034,0
2025-03-15T05:10:00Z,db-01,25.3,68.9,10445,126897,257345,0
2025-03-15T05:10:00Z,worker-01,,,,,,
2025-03-15T05:15:00Z,web-01,39.2,48.5,9550,87859,274432,0
2025-03-15T05:15:00Z,web-02,41.6,54.5,9726,278094,1766,0
2025-03-15T05:15:00Z,web-03,46.1,36.3,7378,138807,91222,0
2025-03-15T05:15:00Z,db-01,11.4,32.4,46051,107009,113921,0
2025-03-15T05:15:00Z,worker-01,,,,,,
2025-03-15T05:20:00Z,web-01,46.0,46.6,40174,139015,101692,0
2025-03-15T05:20:00Z,web-02,43.0,41.6,13684,368525,185985,0
2025-03-15T05:20:00Z,web-03,50.9,52.0,13511,468992,242744,0
2025-03-15T05:20:00Z,db-01,35.8,60.7,28112,225566,109428,0
2025-03-15T05:20:00Z,worker-01,,,,,,
2025-03-15T05:25:00Z,web-01,52.9,54.8,14772,119919,20777,0
2025-03-15T05:25:00Z,web-02,25.7,35.0,30143,112851,277368,0
2025-03-15T05:25:00Z,web-03,67.1,53.9,6180,494318,5207,0
2025-03-15T05:25:00Z,db-01,65.1,57.4,49560,479521,206906,0
2025-03-15T05:25:00Z,worker-01,,,,,,
2025-03-15T05:30:00Z,web-01,46.3,47.9,10356,142120,24682,9
2025-03-15T05:30:00Z,web-02,16.8,48.5,21639,458181,153361,0
2025-03-15T05:30:00Z,web-03,30.4,61.9,35226,383339,248347,0
2025-03-15T05:30:00Z,db-01,57.9,77.2,14746,220587,240844,0
2025-03-15T05:30:00Z,worker-01,,,,,,
2025-03-15T05:35:00Z,web-01,58.0,37.1,1411,348280,77805,0
2025-03-15T05:35:00Z,web-02,54.3,85.0,41468,412072,185623,0
2025-03-15T05:35:00Z,web-03,54.4,66.0,31952,140756,100031,0
2025-03-15T05:35:00Z,db-01,57.7,51.8,37269,305321,162428,0
2025-03-15T05:35:00Z,worker-01,,,,,,
2025-03-15T05:40:00Z,web-01,30.8,67.4,22925,415087,127479,0
2025-03-15T05:40:00Z,web-02,19.8,68.0,13148,123507,138737,0
2025-03-15T05:40:00Z,web-03,38.7,72.1,32263,82592,31966,0
2025-03-15T05:40:00Z,db-01,42.6,39.6,26139,308286,292802,0
2025-03-15T05:40:00Z,worker-01,,,,,,
2025-03-15T05:45:00Z,web-01,60.1,76.0,46942,138438,294469,0
2025-03-15T05:45:00Z,web-02,28.8,69.1,7468,436602,155897,0
2025-03-15T05:45:00Z,web-03,45.2,51.5,48164,287830,41180,0
2025-03-15T05:45:00Z,db-01,49.9,41.6,28378,241164,126863,0
2025-03-15T05:45:00Z,worker-01,,,,,,
2025-03-15T05:50:00Z,web-01,50.0,77.5,3594,311196,201640,0
2025-03-15T05:50:00Z,web-02,20.6,48.2,19313,1210,191270,13
2025-03-15T05:50:00Z,web-03,25.2,39.7,27942,400676,42221,0
2025-03-15T05:50:00Z,db-01,55.4,77.1,6137,108147,266027,0
2025-03-15T05:50:00Z,worker-01,,,,,,
2025-03-15T05:55:00Z,web-01,34.0,80.9,37024,240284,298549,0
2025-03-15T05:55:00Z,web-02,35.5,78.2,45638,467104,288758,0
2025-03-15T05:55:00Z,web-03,46.0,50.9,5315,163335,204479,0
2025-03-15T05:55:00Z,db-01,49.6,33.5,2809,258302,166938,0
2025-03-15T05:55:00Z,worker-01,,,,,,
2025-03-15T06:00:00Z,web-01,30.2,84.8,16473,122273,231610,0
2025-03-15T06:00:00Z,web-02,27.6,50.4,36119,73837,117045,0
2025-03-15T06:00:00Z,web-03,28.8,63.9,19237,457801,122513,0
2025-03-15T06:00:00Z,db-01,17.4,45.7,11756,233125,237747,0
2025-03-15T06:00:00Z,worker-01,,,,,,
2025-03-15T06:05:00Z,web-01,67.7,78.1,40061,104638,141975,0
2025-03-15T06:05:00Z,web-02,10.4,68.9,44578,294415,102106,0
2025-03-15T06:05:00Z,web-03,54.5,43.3,35524,232048,190973,0
